source_title,reviewed_as,reason
File:Coconut Grove Street 20100321.jpg,tree_0569.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Comercios frente al malecón.JPG,tree_0574.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Copped Hall garden tree, Epping, Essex, England.jpg",tree_0576.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Cows at the Doorwerth heather Park, to keep the vegetation short and to give the heather possibilities to grow - panoramio.jpg",tree_0579.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Cows on Mežakla.jpg,tree_0580.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Dawn in Sivrihisar, Eskişehir 06.jpg",tree_0586.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Deadvlei in Namibia (2017).jpg,tree_0590.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Derevechka - panoramio.jpg,tree_0594.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Desert Electric.jpg,tree_0595.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Deyrulumur P1040626 20080425100057 Droste1.jpg,tree_0597.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Deyrulumur P1040626 20080425100057 Droste2.jpg,tree_0598.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Deyrulumur P1040626 20080425100057.JPG,tree_0599.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Deyrulumur P1040629 20080425100136.JPG,tree_0600.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Dgist123.jpg,tree_0601.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Diana Byrka photo b&w.jpg,tree_0602.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Dorflinde Alberschwende.JPG,tree_0607.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Dzerzhynsk 9 (7203084530).jpg,tree_0619.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:East Crimean landscape - Kerch, Ukraine - panoramio.jpg",tree_0620.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:East Custer, SD, USA - panoramio (33).jpg",tree_0621.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Ebersbach Solitaerer Baum-01.jpg,tree_0623.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Ebersbach Solitaerer Baum-02.jpg,tree_0624.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Egremont Plain.JPG,tree_0625.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Einsiedeln IMG 2791.JPG,tree_0626.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Embalse de Casares.jpg,tree_0628.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Encumeada, Madeira, PR 1.3 trail, old tree below black rock formation.jpg",tree_0632.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Enjo Nature Ranch - Cederhills DSC00474 (16092286880).jpg,tree_0633.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Exposed urban tree at sea front City of Vancouver in Canada.jpg,tree_0636.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Eymoutiers - panoramio (19).jpg,tree_0637.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Fagus sylvatica Silesian Beskids.jpg,tree_0639.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Fairy Tree in County Clare Ireland.jpg,tree_0640.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Familie lebte in diesem Baum - panoramio.jpg,tree_0641.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Farm Aar Namibia (2018).jpg,tree_0642.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Fotothek df ps 0001822 Bäume.jpg,tree_0654.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Fotothek df ps 0001823 Bäume ^ Landschaften ^ Küstenlandschaften - Boddenlandsch.jpg,tree_0655.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Fotothek df ps 0001827 Bäume.jpg,tree_0659.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Fotothek df ps 0001828 Bäume.jpg,tree_0660.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Fotothek df ps 0001829 Bäume.jpg,tree_0661.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Fotothek df ps 0001850 Bäume.jpg,tree_0665.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Francisco del Carmen Carvajal, Anzoategui, Venezuela - panoramio (474).jpg",tree_0670.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Fıstık ağacı.jpg,tree_0674.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Gaalikere.jpg,tree_0675.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Gerendal Limburg (2391861539).jpg,tree_0680.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Gerendal Zuid-Limburg (3006507502).jpg,tree_0681.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Haskell County, Kansas(^). Cemetery - NARA - 522141.jpg",tree_0689.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Havelock Island, Mangrove tree on the beach, Andaman Islands.jpg",tree_0691.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Hoton lake - panoramio.jpg,tree_0698.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Hrusevo1.JPG,tree_0700.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:IMGP9797 на підйомі на заповідану Вапнярку.jpg,tree_0703.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Inchiri 1997 15.jpg,tree_0707.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Infrared 02603-tree.jpg,tree_0708.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Infrared 08705 yedigoller-exposure.JPG,tree_0709.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Iz okolice Storžiča 1933.jpg,tree_0714.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Jezersko cow2.jpg,tree_0719.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Joshua Tree in Joshua Tree National Park.jpg,tree_0721.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Julia Zirka fortez Sudak fortechna gora bezimenna2.JPG,tree_0722.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Kabut Pagi.jpg,tree_0724.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Kamenica, Sevnica St. Margaret's Church magnified.jpg",tree_0727.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Korchuvate, Kyiv, Ukraine - panoramio.jpg",tree_0742.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Laika ac Selous (9806720763).jpg,tree_0751.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lake Ceknica 2013 (8568169722).jpg,tree_0753.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lake Cerknica 2013 (8567069833).jpg,tree_0754.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lake in Ngorongoro crater.jpg,tree_0757.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Landgoed de Reehorst PM1404-13.jpg,tree_0758.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Landgoed de Reehorst PM1404-14.jpg,tree_0759.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Landscape of northern Maasai Mara Preserve, Kenya.jpg",tree_0761.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Laut Tenang Pantai Nusa Dua Bali.jpg,tree_0762.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Layos - Árbol centenario.JPG,tree_0763.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Leaning tree in Greenough.jpg,tree_0766.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lemberg pri Šmarju 09.JPG,tree_0767.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lengwil landscape.jpg,tree_0768.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Leskovec v Podborštu - cerkev Žalostne Matere božje (2).jpg,tree_0770.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Leskovec v Podborštu - cerkev Žalostne Matere božje.jpg,tree_0771.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lone Tree (16797482915).jpg,tree_0776.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lone tree - Flickr - eye of einstein.jpg,tree_0783.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lone tree Großglocknerstraße coach-made near Halstadt.jpg,tree_0784.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lone tree at housewall in Berlin.jpg,tree_0785.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lone tree north of Halfpenny Lane - geograph.org.uk - 4303463.jpg,tree_0788.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Lone tree on Sunnyside Beach, Toronto, November 2025.jpg",tree_0789.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lonely Tree (14624093388).png,tree_0795.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lonely horse rider (11953665863).jpg,tree_0799.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lonely tree (21464459422).jpg,tree_0800.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lonely tree (49785032547).jpg,tree_0801.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lonely tree (5446264712).jpg,tree_0802.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lonely tree (6560586743).jpg,tree_0803.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lonely tree - Flickr - Javmorcas.jpg,tree_0804.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lonely tree at Fairy lake (cropped).jpg,tree_0807.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lonely tree in blue.jpg,tree_0810.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lonely tree in fog.jpg,tree_0811.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lonetree2southderbys.jpg,tree_0814.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Lonetreesomewhere.jpg,tree_0816.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Long island snow day (24210065774).jpg,tree_0817.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Maastricht OldHickoryplein (1).JPG,tree_0819.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Magical sunset tree.jpg,tree_0820.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Magnificent solitary Cedrus deodara in London (200321111).jpg,tree_0821.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Mali Trn - kapelica zahodno od cerkve sv. Duha.jpg,tree_0822.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Man on a boat between Reni and Ismail (60-ies). (6193892221).jpg,tree_0823.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Mangere Mountain Path To Summit.jpg,tree_0824.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Mangrove Ashtamudi Kollam Kerala Mar22 A7C 01464.jpg,tree_0825.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Mangrove, Lamongan Regency, East Java, Indonesia 1.jpg",tree_0826.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Mangrove, Lamongan Regency, East Java, Indonesia 2.jpg",tree_0827.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Martinja vas pri Mokronogu - cerkev sv. Miklavža.jpg,tree_0829.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Mauritania, desierto 1997 10.jpg",tree_0833.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Mauritania, desierto 1997 11.jpg",tree_0834.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Merzhanovo, Sea of Azov, Coast, Russia.jpg",tree_0839.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Merzhanovo, Sea of Azov, Solitary tree, Russia.jpg",tree_0840.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Merzhanovo, Tethys Ocean, Russia.jpg",tree_0841.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Mikumi (3200315041).jpg,tree_0843.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Mikumi National Park (3179062711).jpg,tree_0844.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Mikumi National Park (3186898980).jpg,tree_0845.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Mikumi camp (3195407823).jpg,tree_0846.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Mor Gabriel Manastırı 4.jpg,tree_0848.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Morscher Baumstamm im Gurieb, Simplon Namibia (2017).jpg",tree_0851.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Moynamoti-2.jpg,tree_0852.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Museo de Bellas Artes - Caracas.JPG,tree_0855.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Museum of Folk Architecture and Ethnography in Pyrohiv - 2017.jpg,tree_0856.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Mwiri Hill, Kakira 04.jpg",tree_0857.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:My flashlight.jpg,tree_0858.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:MİYAZAKİ PARKI 1.jpg,tree_0860.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:MİYAZAKİ PARKI 2.jpg,tree_0861.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:MİYAZAKİ PARKI 6.jpg,tree_0862.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Naturaleza-.jpg,tree_0869.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Neuhausen - Rhein IMG 3720.jpg,tree_0875.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Niger, Niamey, Dunes (13), lonely tree.jpg",tree_0880.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Niger, Niamey, Dunes (18), lonely tree in wadi.jpg",tree_0881.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Niger, Niamey, Dunes (23), lonely tree in dry wadi.jpg",tree_0882.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Oak decorated for wedding in Latvia.jpg,tree_0888.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Ocumare de la costa estado aragua 3.jpg,tree_0890.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Ocumare de la costa estado aragua.jpg,tree_0891.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Old Lady of Mirovica.jpg,tree_0895.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Old fig tree.JPG,tree_0896.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Overzicht - Beek - 20028891 - RCE.jpg,tree_0904.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Pacara Segurola.JPG,tree_0907.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Palacio de Claveria o del Norte.JPG,tree_0910.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Pantai Wataboo, Osolata, East Timor (310354363).jpg",tree_0912.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Parque eólico de Torre Madrina, Batea, 03.jpg",tree_0915.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:People in Tanzania 0297 cropped Nevit.jpg,tree_0916.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:People in Tanzania 0301 cropped Nevit.jpg,tree_0917.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:People in Tanzania 3811 Nevit.jpg,tree_0918.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Pidhaitsi jewishcem3.jpg,tree_0924.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Pidkamin-11069854.jpg,tree_0925.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Pidkamin-11069857.jpg,tree_0926.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Platano secolare nel presssi del castello San Martino della Vaneza (San Martino, Cervarese Santa Croce).jpg",tree_0935.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Puu3.JPG,tree_0945.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Pza Fte Dorada.jpg,tree_0947.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Quiver Trees Bloedkoppe Namibia (148493289).jpeg,tree_0949.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Rebollu de Bermiegu.JPG,tree_0950.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Rehnice naves.jpg,tree_0951.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Revbyntsi, Cherkas'ka oblast, Ukraine, 19943 - panoramio (37).jpg",tree_0953.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Rhone-Ebene zwischen Fully und Saxon.JPG,tree_0954.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Samotne drzewo. Lonely tree. - panoramio.jpg,tree_0965.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:San Giacomo di Brentonico - Prato.jpg,tree_0966.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:San Martín de Montalbán (2006) 02.jpg,tree_0967.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Santo-island-living-4.jpg,tree_0968.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Savica Waterfall.jpg,tree_0973.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
