image_id,filename,width,height,format,file_size,sha1,raw_id,source_title,source_url,author,license,genus,group,orig_width,orig_height
102,tree_0102.jpg,512,512,JPEG,138656,4e08229275a3cd1cb2de1f618520d54d43f50be0,151,"File:Björk vid Bergsjön, den 23 oktober 2005..JPG","https://commons.wikimedia.org/wiki/File:Bj%C3%B6rk_vid_Bergsj%C3%B6n,_den_23_oktober_2005..JPG",User Västgöten on sv.wikipedia,CC BY-SA 3.0,Betula,broadleaf,1536,2048
103,tree_0103.jpg,512,512,JPEG,111307,34974259fbe6248c98f8a2a28043fc7957d344fa,152,File:Blown by the Wind (9633600990).jpg,https://commons.wikimedia.org/wiki/File:Blown_by_the_Wind_(9633600990).jpg,Šarūnas Burdulis from USA,CC BY-SA 2.0,Pinus,conifer,1600,1200
104,tree_0104.jpg,512,512,JPEG,109397,68953c90607162c82f6715659886469262f27942,153,File:Borovice u Salaspilsu.jpg,https://commons.wikimedia.org/wiki/File:Borovice_u_Salaspilsu.jpg,Dezidor,CC BY 3.0,Pinus,conifer,2112,2816
105,tree_0105.jpg,512,512,JPEG,122109,77b27af951c01701acbce4b462b9902fe981e1c7,156,File:Celakovicky dub-2017-11-sedlcanky.jpg,https://commons.wikimedia.org/wiki/File:Celakovicky_dub-2017-11-sedlcanky.jpg,The photonaut,CC BY-SA 4.0,Quercus,broadleaf,6000,4000
106,tree_0106.jpg,512,512,JPEG,154786,7b2fbbbc031e706bac286e5897f12ea5a637098e,157,File:Chmielno brzoza.jpg,https://commons.wikimedia.org/wiki/File:Chmielno_brzoza.jpg,Andrzej Otrębski,CC BY-SA 3.0,Betula,broadleaf,2112,2816
107,tree_0107.jpg,512,512,JPEG,123265,8e1718c893cef7d74f5c5c4cf073033e83e3098e,158,File:Common alder in Holma.jpg,https://commons.wikimedia.org/wiki/File:Common_alder_in_Holma.jpg,W.carter,CC0,Alnus,broadleaf,3283,4201
108,tree_0108.jpg,512,512,JPEG,136871,cb53c32b0b9eecbc81cf3b987bc3bcf97ed0cc50,159,File:DarbėnaiOlše01.JPG,https://commons.wikimedia.org/wiki/File:Darb%C4%97naiOl%C5%A1e01.JPG,Kusurija,CC BY-SA 4.0,Alnus,broadleaf,2112,2816
109,tree_0109.jpg,512,512,JPEG,95950,6b20353d7bfb191ec10942071f52276f6fb80817,160,File:De Alde Feanen Jan Durkspolder.JPG,https://commons.wikimedia.org/wiki/File:De_Alde_Feanen_Jan_Durkspolder.JPG,Dominicus Johannes Bergsma,CC BY-SA 3.0 nl,Betula,broadleaf,2435,3044
110,tree_0110.jpg,512,512,JPEG,103550,2d42a739eae68319cbbfe8dd0790d71eaf942b9d,162,File:Duvelskuul Afferden Lb.jpg,https://commons.wikimedia.org/wiki/File:Duvelskuul_Afferden_Lb.jpg,Lieblingsgouda,CC BY-SA 3.0 nl,Quercus,broadleaf,5184,3456
111,tree_0111.jpg,512,512,JPEG,110506,c758e1d1e11842520ad20bb8739429d6d67e86d8,163,File:Dwingelderveld-2.jpg,https://commons.wikimedia.org/wiki/File:Dwingelderveld-2.jpg,Herman-Jonkman,CC BY-SA 3.0 nl,Quercus,broadleaf,2896,1944
112,tree_0112.jpg,512,512,JPEG,142563,e1144c5ff04edf9b0c93b8f163778a707cabc7a2,164,File:Ei hengebjørk.JPG,https://commons.wikimedia.org/wiki/File:Ei_hengebj%C3%B8rk.JPG,Øyvind Holmstad,CC BY-SA 4.0,Betula,broadleaf,3456,5184
113,tree_0113.jpg,512,512,JPEG,117772,5bfbfc0b568cdb42c83c9c0792ebb0ce5b228397,165,"File:Eiche bei Graditz, a.jpg","https://commons.wikimedia.org/wiki/File:Eiche_bei_Graditz,_a.jpg",Rainer Lippert,CC BY-SA 4.0,Quercus,broadleaf,4704,3136
114,tree_0114.jpg,512,512,JPEG,115321,07b782749f9e42da82e64c72785efc013b2f4aef,166,File:Eiche mit Rauhreif 2.jpg,https://commons.wikimedia.org/wiki/File:Eiche_mit_Rauhreif_2.jpg,Pagenkopf&amp;foto,CC BY-SA 4.0,Quercus,broadleaf,4912,3264
115,tree_0115.jpg,512,512,JPEG,84772,82ba45e1f4c044109a540cf33b976cf477a3e8ff,167,File:Galve de Sorbe 1975 01.jpg,https://commons.wikimedia.org/wiki/File:Galve_de_Sorbe_1975_01.jpg,LBM1948,CC BY-SA 4.0,Pinus,conifer,1064,669
116,tree_0116.jpg,512,512,JPEG,124165,4a1ab6f8dc26360eee0efef0185e02a1facceec8,169,File:Gamla eken vid Torrevalla 3917.jpg,https://commons.wikimedia.org/wiki/File:Gamla_eken_vid_Torrevalla_3917.jpg,Gunnar Creutz,CC BY-SA 4.0,Quercus,broadleaf,3456,4608
117,tree_0117.jpg,512,512,JPEG,128814,7d471bc3bd50b36311e62c950adc486fc34aa501,170,File:Gamla eken vid Torrevalla 4007.jpg,https://commons.wikimedia.org/wiki/File:Gamla_eken_vid_Torrevalla_4007.jpg,Gunnar Creutz,CC BY-SA 4.0,Quercus,broadleaf,3456,4093
118,tree_0118.jpg,512,512,JPEG,111111,3944ee2f03b5faa2e34674b2c210ae2e411d2312,172,File:Gullkrona 01.jpg,https://commons.wikimedia.org/wiki/File:Gullkrona_01.jpg,Asea,CC BY 2.5,Pinus,conifer,1600,1067
119,tree_0119.jpg,512,512,JPEG,119182,723a799c408825712ac6f2793942f3f40ce681e0,173,"File:Gutenbergstraße, Schwerin - Stieleiche (2026-07-15).jpg","https://commons.wikimedia.org/wiki/File:Gutenbergstra%C3%9Fe,_Schwerin_-_Stieleiche_(2026-07-15).jpg",Tmv23,CC BY 4.0,Quercus,broadleaf,2630,2430
120,tree_0120.jpg,512,512,JPEG,96182,b6550e7c0fed50e748214108aad0b52c3596419e,174,File:Götlunda Fårtallen.JPG,https://commons.wikimedia.org/wiki/File:G%C3%B6tlunda_F%C3%A5rtallen.JPG,Phlanx,CC BY 3.0,Pinus,conifer,2592,1944
121,tree_0121.jpg,512,512,JPEG,84593,4a271ed4e2aa49652bf9f09ce7ab4e6904891071,175,File:Hulshorsterzand-Hulshorsterheide.jpg,https://commons.wikimedia.org/wiki/File:Hulshorsterzand-Hulshorsterheide.jpg,Agnes Monkelbaan,CC BY-SA 4.0,Pinus,conifer,3057,3417
122,tree_0122.jpg,512,512,JPEG,110007,d183e81e8d2cb08ee3bb693fa251621c3fda4f81,178,File:Ivenacker Tiergarten 07.jpg,https://commons.wikimedia.org/wiki/File:Ivenacker_Tiergarten_07.jpg,J.-H. Janßen,CC BY-SA 4.0,Quercus,broadleaf,4171,3543
123,tree_0123.jpg,512,512,JPEG,105409,6b1f881066af5af527c4b66186660a44299a8379,179,File:Ivenacker Tiergarten 08.jpg,https://commons.wikimedia.org/wiki/File:Ivenacker_Tiergarten_08.jpg,J.-H. Janßen,CC BY-SA 4.0,Quercus,broadleaf,5472,3648
124,tree_0124.jpg,512,512,JPEG,63207,8164cc76f6cabdc1428558fcfa7e6be40fb8a6ef,180,File:Kolomenskoe in white - Dec12 - 02 snow.jpg,https://commons.wikimedia.org/wiki/File:Kolomenskoe_in_white_-_Dec12_-_02_snow.jpg,A.Savin,CC BY-SA 3.0,Betula,broadleaf,4289,3200
125,tree_0125.jpg,512,512,JPEG,39643,60c1f2d5b463d03d7efabb1967e9613eeada3f83,181,File:Lone tree in fog in Brastad 1.jpg,https://commons.wikimedia.org/wiki/File:Lone_tree_in_fog_in_Brastad_1.jpg,W.carter,CC BY-SA 4.0,Alnus,broadleaf,3648,5472
126,tree_0126.jpg,512,512,JPEG,44086,28196bf9a9f360a33bb5da17578a95e11e63e092,182,File:Lone tree in fog in Brastad 2.jpg,https://commons.wikimedia.org/wiki/File:Lone_tree_in_fog_in_Brastad_2.jpg,W.carter,CC BY-SA 4.0,Alnus,broadleaf,5472,3648
127,tree_0127.jpg,512,512,JPEG,114831,213693061045b1113b99e1cd488b793893934558,183,File:Lonely birch (14616433241).jpg,https://commons.wikimedia.org/wiki/File:Lonely_birch_(14616433241).jpg,"YuJeen from Riga, Latvia",CC BY 2.0,Betula,broadleaf,5184,3888
128,tree_0128.jpg,512,512,JPEG,46307,556046c145a8040445eb4d961e6e8c48680722c5,184,File:Lonely tree of birch.jpg,https://commons.wikimedia.org/wiki/File:Lonely_tree_of_birch.jpg,Øyvind Holmstad,CC BY-SA 4.0,Betula,broadleaf,4000,6000
129,tree_0129.jpg,512,512,JPEG,149835,e447b56597ee1a8aca3ab8b19c1099bf42f84774,185,File:Mehlinger Heide 1 (Hans Buch).jpg,https://commons.wikimedia.org/wiki/File:Mehlinger_Heide_1_(Hans_Buch).jpg,"--Immanuel Giel 08:02, 4 May 2007 (UTC)",Public domain,Quercus,broadleaf,2163,1761
130,tree_0130.jpg,512,512,JPEG,121570,790e8cd626952190e825b9f37d96678cfade0de9,186,File:Millstätter Berg Birke Lammersdorf.JPG,https://commons.wikimedia.org/wiki/File:Millst%C3%A4tter_Berg_Birke_Lammersdorf.JPG,Joadl,CC BY-SA 4.0,Betula,broadleaf,1944,2592
131,tree_0131.jpg,512,512,JPEG,117977,ed324fee7be615a6f1561374a3f944ac18864cca,188,File:Nationaal Park Weerribben-Wieden. Vlonderpad in de Wieden.JPG,https://commons.wikimedia.org/wiki/File:Nationaal_Park_Weerribben-Wieden._Vlonderpad_in_de_Wieden.JPG,Dominicus Johannes Bergsma,CC BY-SA 3.0 nl,Alnus,broadleaf,2574,3334
132,tree_0132.jpg,512,512,JPEG,124976,5e8da9b39b8b0c0b26825af1f40fe690446275b2,189,File:Oak in Durbuy.jpg,https://commons.wikimedia.org/wiki/File:Oak_in_Durbuy.jpg,Pierre-Jacques DESPA,CC BY-SA 4.0,Quercus,broadleaf,2848,4288
133,tree_0133.jpg,512,512,JPEG,137455,da3daebd01a696c14fbe330ab3f8b1a952183c13,190,File:Old Oak in Mont.jpg,https://commons.wikimedia.org/wiki/File:Old_Oak_in_Mont.jpg,Pierre-Jacques DESPA,CC BY-SA 4.0,Quercus,broadleaf,2848,4288
134,tree_0134.jpg,512,512,JPEG,95646,53732230369ad4964dad18b776879c854ac963e6,192,File:Pinus sylvestris (458528427).jpg,https://commons.wikimedia.org/wiki/File:Pinus_sylvestris_(458528427).jpg,"Randi Hausken from Bærum, Norway",CC BY-SA 2.0,Pinus,conifer,3872,2592
135,tree_0135.jpg,512,512,JPEG,103625,7d30428b62bd7ce197f8e26bc691ee6e7befecc9,193,File:Pinus sylvestris (462928103).jpg,https://commons.wikimedia.org/wiki/File:Pinus_sylvestris_(462928103).jpg,"Randi Hausken from Bærum, Norway",CC BY-SA 2.0,Pinus,conifer,3872,2592
136,tree_0136.jpg,512,512,JPEG,98661,646cbd32e71f5e5ac9871f3d86d6e7fa5524af1f,196,File:Pinus sylvestris growing solitary in Semey Ormany.jpg,https://commons.wikimedia.org/wiki/File:Pinus_sylvestris_growing_solitary_in_Semey_Ormany.jpg,Ruslan Kastani,CC BY-SA 4.0,Pinus,conifer,2048,1536
137,tree_0137.jpg,512,512,JPEG,96087,f3245cc797872e871ff9cedc647057181a014d6e,197,File:Pinus sylvestris in Bua Hed.jpg,https://commons.wikimedia.org/wiki/File:Pinus_sylvestris_in_Bua_Hed.jpg,Averater,CC BY 3.0,Pinus,conifer,5496,3670
138,tree_0138.jpg,512,512,JPEG,119443,10c8dc9546152749dc26069ccdf6b5cc92e6bfdc,198,File:Pinus sylvestris in Semey Ormany 1.jpg,https://commons.wikimedia.org/wiki/File:Pinus_sylvestris_in_Semey_Ormany_1.jpg,Ruslan Kastani,CC BY-SA 4.0,Pinus,conifer,2048,1536
139,tree_0139.jpg,512,512,JPEG,118846,aa9f720fde9eb4240b709a6caa2b3df51fb4bf9b,199,File:Pinus sylvestris in Semey Ormany 4.jpg,https://commons.wikimedia.org/wiki/File:Pinus_sylvestris_in_Semey_Ormany_4.jpg,Ruslan Kastani,CC BY-SA 4.0,Pinus,conifer,2048,1536
140,tree_0140.jpg,512,512,JPEG,104675,cec55adcb132605918545d509f386b44249adda7,200,File:Pinus sylvestris in Semey Ormany 6.jpg,https://commons.wikimedia.org/wiki/File:Pinus_sylvestris_in_Semey_Ormany_6.jpg,Ruslan Kastani,CC BY-SA 4.0,Pinus,conifer,2048,1536
141,tree_0141.jpg,512,512,JPEG,106279,ed26b3aff0d01c31fe59d852a3fed9b028630c38,201,File:Pinus sylvestris in Semey Ormany 8.jpg,https://commons.wikimedia.org/wiki/File:Pinus_sylvestris_in_Semey_Ormany_8.jpg,Ruslan Kastani,CC BY-SA 4.0,Pinus,conifer,2048,1536
142,tree_0142.jpg,512,512,JPEG,108192,fe58a82a64f71e9b890297cf172f82c3350078e6,202,File:Pinus sylvestris solitary tree in Semey Ormany.jpg,https://commons.wikimedia.org/wiki/File:Pinus_sylvestris_solitary_tree_in_Semey_Ormany.jpg,Ruslan Kastani,CC BY-SA 4.0,Pinus,conifer,2048,1536
143,tree_0143.jpg,512,512,JPEG,127496,4e278a8f5bdef30ab8a4db1247405787e61a3c45,203,File:Pinus sylvestris subsp. sylvestris sl4.jpg,https://commons.wikimedia.org/wiki/File:Pinus_sylvestris_subsp._sylvestris_sl4.jpg,Stefan.lefnaer,CC BY-SA 4.0,Pinus,conifer,3936,4720
144,tree_0144.jpg,512,512,JPEG,109161,8227450a00591b8cc5703d062349752055965f29,205,"File:Pinus sylvestris, Luulamminsuo, Urho Kekkonen National Park, Lapland, Finland, 2017-06-09 202206.jpg","https://commons.wikimedia.org/wiki/File:Pinus_sylvestris,_Luulamminsuo,_Urho_Kekkonen_National_Park,_Lapland,_Finland,_2017-06-09_202206.jpg",Tero Laakso,CC BY 2.0,Pinus,conifer,3264,4928
145,tree_0145.jpg,512,512,JPEG,97988,487ab3864b89466024c44992d1cfc07ac2c5f12d,206,"File:Pinus sylvestris, Luulamminsuo, Urho Kekkonen National Park, Lapland, Finland, 2017-06-09 202408.jpg","https://commons.wikimedia.org/wiki/File:Pinus_sylvestris,_Luulamminsuo,_Urho_Kekkonen_National_Park,_Lapland,_Finland,_2017-06-09_202408.jpg",Tero Laakso,CC BY 2.0,Pinus,conifer,3264,4928
146,tree_0146.jpg,512,512,JPEG,107239,3c10fc748f91c9a0dfeb632c1edf1dda46d5ec05,207,File:Populus alba Topola biała 2020-10-25 01.jpg,https://commons.wikimedia.org/wiki/File:Populus_alba_Topola_bia%C5%82a_2020-10-25_01.jpg,"Agnieszka Kwiecień, Nova",CC BY-SA 4.0,Populus,broadleaf,4415,3310
147,tree_0147.jpg,512,512,JPEG,149969,069b7da61e51250fbedf975e0abab04c53727c82,208,File:Populus alba Topola biała 2020-10-25 02.jpg,https://commons.wikimedia.org/wiki/File:Populus_alba_Topola_bia%C5%82a_2020-10-25_02.jpg,"Agnieszka Kwiecień, Nova",CC BY-SA 4.0,Populus,broadleaf,3308,4411
148,tree_0148.jpg,512,512,JPEG,114874,24d38ac47a136170bc3d41bbe97ce3ea937a793c,209,File:Populus alba Topola biała 2023-05-03 Sołtysowice 01.jpg,https://commons.wikimedia.org/wiki/File:Populus_alba_Topola_bia%C5%82a_2023-05-03_So%C5%82tysowice_01.jpg,"Agnieszka Kwiecień, Nova",CC BY-SA 4.0,Populus,broadleaf,4189,3142
149,tree_0149.jpg,512,512,JPEG,126638,9f61067d82b9c3a7feaa23c2148d7c4323224a3c,210,File:Populus alba Topola biała 2023-05-03 Sołtysowice 02.jpg,https://commons.wikimedia.org/wiki/File:Populus_alba_Topola_bia%C5%82a_2023-05-03_So%C5%82tysowice_02.jpg,"Agnieszka Kwiecień, Nova",CC BY-SA 4.0,Populus,broadleaf,4608,3456
150,tree_0150.jpg,512,512,JPEG,123203,02f423b0c55b030cb32f1086f77b0d66f72f1018,211,File:Populus alba Topola biała 2023-05-03 Sołtysowice 03.jpg,https://commons.wikimedia.org/wiki/File:Populus_alba_Topola_bia%C5%82a_2023-05-03_So%C5%82tysowice_03.jpg,"Agnieszka Kwiecień, Nova",CC BY-SA 4.0,Populus,broadleaf,3456,4608
151,tree_0151.jpg,512,512,JPEG,141261,92abec3db8020bb605b86b9f91dcc6e29d99bf7c,212,File:Populus alba Topola biała 2023-05-03 Sołtysowice 04.jpg,https://commons.wikimedia.org/wiki/File:Populus_alba_Topola_bia%C5%82a_2023-05-03_So%C5%82tysowice_04.jpg,"Agnieszka Kwiecień, Nova",CC BY-SA 4.0,Populus,broadleaf,3117,4156
152,tree_0152.jpg,512,512,JPEG,152531,931b3c884b37cc052bfe060c01b4ae3e1bd868f9,213,File:Populus alba Topola biała 2023-05-03 Sołtysowice 05.jpg,https://commons.wikimedia.org/wiki/File:Populus_alba_Topola_bia%C5%82a_2023-05-03_So%C5%82tysowice_05.jpg,"Agnieszka Kwiecień, Nova",CC BY-SA 4.0,Populus,broadleaf,3347,4463
153,tree_0153.jpg,512,512,JPEG,110777,d76e4e6e7f06ce3711d1cead66d8fb40a99740e7,214,File:Quercus pedunculiflora.jpg,https://commons.wikimedia.org/wiki/File:Quercus_pedunculiflora.jpg,Димитър Найденов / Dimìtar Nàydenov,CC BY-SA 4.0,Quercus,broadleaf,4000,3000
154,tree_0154.jpg,512,512,JPEG,137881,058d33b4ba37d0c08107d3c13385640e66bee4fa,215,File:Quercus robur - alone tree.jpg,https://commons.wikimedia.org/wiki/File:Quercus_robur_-_alone_tree.jpg,Bartosz Cuber,CC BY-SA 3.0,Quercus,broadleaf,964,1178
155,tree_0155.jpg,512,512,JPEG,106629,fc992416373b00cd9c11953d2b2e467dd6b2e538,217,"File:Ruhland, Friedrich-Engels-Straße 2+3+4, Kiefer auf dem Wohnhof 01.jpg","https://commons.wikimedia.org/wiki/File:Ruhland,_Friedrich-Engels-Stra%C3%9Fe_2%2B3%2B4,_Kiefer_auf_dem_Wohnhof_01.jpg",Wilhelm Zimmerling PAR,CC BY-SA 4.0,Pinus,conifer,1200,1600
156,tree_0156.jpg,512,512,JPEG,150328,52cbad61d3d387aad66f20b622c5655cfb0ead88,218,"File:Silver Birch (Betula pendula) - Oslo, Norway 2020-08-04.jpg","https://commons.wikimedia.org/wiki/File:Silver_Birch_(Betula_pendula)_-_Oslo,_Norway_2020-08-04.jpg",Ryan Hodnett,CC BY-SA 4.0,Betula,broadleaf,3185,4778
157,tree_0157.jpg,512,512,JPEG,133102,0e96621a3414d742d7648c5b30cfeffb14bf794f,219,"File:Snow on birch at Sågvägen, Brastad 2.jpg","https://commons.wikimedia.org/wiki/File:Snow_on_birch_at_S%C3%A5gv%C3%A4gen,_Brastad_2.jpg",W.carter,CC BY-SA 4.0,Betula,broadleaf,3500,4674
158,tree_0158.jpg,512,512,JPEG,97908,3f07e78ce24455074553813130e8cd3459994285,220,File:Solitary Quercus robur.jpg,https://commons.wikimedia.org/wiki/File:Solitary_Quercus_robur.jpg,Krzysztof Golik,CC BY-SA 4.0,Quercus,broadleaf,4000,6000
159,tree_0159.jpg,512,512,JPEG,110484,5e7f3507d7a40018353b8ade99729852043e9e01,221,File:Stileiche Naturdenkmal Bindsachsen.jpg,https://commons.wikimedia.org/wiki/File:Stileiche_Naturdenkmal_Bindsachsen.jpg,Heidrun Lutz,CC BY-SA 4.0,Quercus,broadleaf,2560,1920
160,tree_0160.jpg,512,512,JPEG,111923,66a88ab8eccce21ee329fc632938bfd4f1d85a19,223,File:Tall på vintern vid Sigsarve strand norra Gotland.jpg,https://commons.wikimedia.org/wiki/File:Tall_p%C3%A5_vintern_vid_Sigsarve_strand_norra_Gotland.jpg,En-cas-de-soleil,CC BY-SA 4.0,Pinus,conifer,1024,1544
161,tree_0161.jpg,512,512,JPEG,123239,ada103e0c4e146c7ba264466c98287e9c6316343,224,File:Tall.jpg,https://commons.wikimedia.org/wiki/File:Tall.jpg,,CC BY-SA 3.0,Pinus,conifer,1280,1280
162,tree_0162.jpg,512,512,JPEG,117394,43b43c70c9c8416cf4c536fca239756e6db3adb6,225,File:Tallkrona i naturreservatet Flaten.jpg,https://commons.wikimedia.org/wiki/File:Tallkrona_i_naturreservatet_Flaten.jpg,VulpesVulpes42,CC BY-SA 4.0,Pinus,conifer,4032,3024
163,tree_0163.jpg,512,512,JPEG,89964,a12e76689cf8f09adf6c3a8628b93565a761f417,226,File:The winter tree (Explore 2016-01-29) - Flickr - nillamaria.jpg,https://commons.wikimedia.org/wiki/File:The_winter_tree_(Explore_2016-01-29)_-_Flickr_-_nillamaria.jpg,"Gunilla G from Örnsköldsvik, Sweden",CC BY-SA 2.0,Pinus,conifer,3456,4649
164,tree_0164.jpg,512,512,JPEG,87517,45690f09d3c1e1e0e17327d0be8881e58096c3a8,227,"File:Tree-1280705, Dingle Peninsula, Co. Kerry, Ireland.jpg","https://commons.wikimedia.org/wiki/File:Tree-1280705,_Dingle_Peninsula,_Co._Kerry,_Ireland.jpg",Maoileann,CC BY-SA 4.0,Pinus,conifer,3672,4896
165,tree_0165.jpg,512,512,JPEG,111110,fcf6522bfc6add3104b5a875615d21d49e8bff00,229,"File:Tussen Uddel en Elspeet, boom in het veld IMG 4672 2020-04-16 14.42.jpg","https://commons.wikimedia.org/wiki/File:Tussen_Uddel_en_Elspeet,_boom_in_het_veld_IMG_4672_2020-04-16_14.42.jpg",Michielverbeek,CC BY-SA 4.0,Betula,broadleaf,3350,5112
166,tree_0166.jpg,512,512,JPEG,129262,29e5048a09a34fdfa4667466c62e08c3fd6e329f,230,File:Valnöt (Juglans regia) - Ystad-2025.jpg,https://commons.wikimedia.org/wiki/File:Valn%C3%B6t_(Juglans_regia)_-_Ystad-2025.jpg,Foto: Jonn Leffmann,CC BY 4.0,Juglans,broadleaf,1340,1600
167,tree_0167.jpg,512,512,JPEG,124800,e66c1181a437097c088159fd339da318518bbce8,231,"File:Villandiego, nogal.jpg","https://commons.wikimedia.org/wiki/File:Villandiego,_nogal.jpg",Óscar Esquivias,CC BY-SA 4.0,Juglans,broadleaf,3968,2976
168,tree_0168.jpg,512,512,JPEG,122805,bbfb898ad15f7261e236646a6aa762414c208104,232,File:Walnussbaum im Landschaftsschutzgebiet in Merzhausen am Schönberg.jpg,https://commons.wikimedia.org/wiki/File:Walnussbaum_im_Landschaftsschutzgebiet_in_Merzhausen_am_Sch%C3%B6nberg.jpg,Andreas Schwarzkopf,CC BY-SA 4.0,Juglans,broadleaf,4000,3000
169,tree_0169.jpg,512,512,JPEG,86807,0b158072adeba24d1e17e9fbdd01090ea3a28d9d,238,"File:White poplar (Populus alba) and Chinese hibiscus (Hibiscus rosa-sinensis) in courtyard, Our Lady of Tinos, Tinos, Greece julesvernex2-2.jpg","https://commons.wikimedia.org/wiki/File:White_poplar_(Populus_alba)_and_Chinese_hibiscus_(Hibiscus_rosa-sinensis)_in_courtyard,_Our_Lady_of_Tinos,_Tinos,_Greece_julesvernex2-2.jpg",Jules Verne Times Two,CC BY-SA 4.0,Populus,broadleaf,6198,4113
170,tree_0170.jpg,512,512,JPEG,119423,eeb879219a660bc6a0adcc7c2a5b31c659f6bd64,240,"File:Wuppertal, Frielinghausen 55, Stieleiche, von SW.jpg","https://commons.wikimedia.org/wiki/File:Wuppertal,_Frielinghausen_55,_Stieleiche,_von_SW.jpg",Im Fokus,CC BY-SA 4.0,Quercus,broadleaf,2631,3080
171,tree_0171.jpg,512,512,JPEG,132780,46fc330ad1c93682824f107b440709b20a93a4fa,241,File:Бяла топола 3.jpg,https://commons.wikimedia.org/wiki/File:%D0%91%D1%8F%D0%BB%D0%B0_%D1%82%D0%BE%D0%BF%D0%BE%D0%BB%D0%B0_3.jpg,Димитър Найденов / Dimìtar Nàydenov,CC BY-SA 3.0,Populus,broadleaf,4000,3000
172,tree_0172.jpg,512,512,JPEG,106204,ac8bc7ce55627ad4f4c24b19313190ec66e8c737,242,File:Бяла топола 7.jpg,https://commons.wikimedia.org/wiki/File:%D0%91%D1%8F%D0%BB%D0%B0_%D1%82%D0%BE%D0%BF%D0%BE%D0%BB%D0%B0_7.jpg,Димитър Найденов / Dimìtar Nàydenov,CC BY-SA 4.0,Populus,broadleaf,4000,3000
173,tree_0173.jpg,512,512,JPEG,143402,9297db1b628d33dbf78b4bcdcf6f51d5e36df107,243,File:Бяла топола 9.jpg,https://commons.wikimedia.org/wiki/File:%D0%91%D1%8F%D0%BB%D0%B0_%D1%82%D0%BE%D0%BF%D0%BE%D0%BB%D0%B0_9.jpg,Димитър Найденов / Dimìtar Nàydenov,CC BY-SA 4.0,Populus,broadleaf,4000,3000
174,tree_0174.jpg,512,512,JPEG,149761,ab06549b777df518a07453882e5191392bb2cd6f,244,"File:Вековен дъб, р. Синаповска.jpg","https://commons.wikimedia.org/wiki/File:%D0%92%D0%B5%D0%BA%D0%BE%D0%B2%D0%B5%D0%BD_%D0%B4%D1%8A%D0%B1,_%D1%80._%D0%A1%D0%B8%D0%BD%D0%B0%D0%BF%D0%BE%D0%B2%D1%81%D0%BA%D0%B0.jpg",Димитър Найденов / Dimìtar Nàydenov,CC BY-SA 4.0,Quercus,broadleaf,2997,2248
175,tree_0175.jpg,512,512,JPEG,145846,45f3c3363988e74e844498105016899664f00f0d,245,File:Вершина горы Болектау.jpg,https://commons.wikimedia.org/wiki/File:%D0%92%D0%B5%D1%80%D1%88%D0%B8%D0%BD%D0%B0_%D0%B3%D0%BE%D1%80%D1%8B_%D0%91%D0%BE%D0%BB%D0%B5%D0%BA%D1%82%D0%B0%D1%83.jpg,Intero Tillen,CC BY-SA 4.0,Pinus,conifer,3959,2825
176,tree_0176.jpg,512,512,JPEG,97806,8e74f4887acf8e7a11c6f685830a52d7416b4e9a,246,File:Всё та же одинокая сосна - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%D0%92%D1%81%D1%91_%D1%82%D0%B0_%D0%B6%D0%B5_%D0%BE%D0%B4%D0%B8%D0%BD%D0%BE%D0%BA%D0%B0%D1%8F_%D1%81%D0%BE%D1%81%D0%BD%D0%B0_-_panoramio.jpg,Vadik_01,CC BY 3.0,Pinus,conifer,3264,4928
177,tree_0177.jpg,512,512,JPEG,117292,1a4161e4a18c566dc82f64dce884ced7d123ed5d,248,File:Дръжкоцветен дъб 12.jpg,https://commons.wikimedia.org/wiki/File:%D0%94%D1%80%D1%8A%D0%B6%D0%BA%D0%BE%D1%86%D0%B2%D0%B5%D1%82%D0%B5%D0%BD_%D0%B4%D1%8A%D0%B1_12.jpg,Димитър Найденов / Dimìtar Nàydenov,CC BY-SA 4.0,Quercus,broadleaf,4000,3000
178,tree_0178.jpg,512,512,JPEG,106459,4c02d2e1f4df57c4ceb4a9a444725a72fd432bcb,249,File:Дръжкоцветен дъб 2.jpg,https://commons.wikimedia.org/wiki/File:%D0%94%D1%80%D1%8A%D0%B6%D0%BA%D0%BE%D1%86%D0%B2%D0%B5%D1%82%D0%B5%D0%BD_%D0%B4%D1%8A%D0%B1_2.jpg,Димитър Найденов / Dimìtar Nàydenov,CC BY-SA 4.0,Quercus,broadleaf,3000,4000
179,tree_0179.jpg,512,512,JPEG,118314,978048e6815ee33f906d779669cbf42f328b6047,250,File:Зуринская сосна 02.jpg,https://commons.wikimedia.org/wiki/File:%D0%97%D1%83%D1%80%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D1%81%D0%BE%D1%81%D0%BD%D0%B0_02.jpg,Yan.gorev,CC BY-SA 4.0,Pinus,conifer,3000,4000
180,tree_0180.jpg,512,512,JPEG,103835,8341f076bd897fee1ffa5161d32ab0abb7f8c516,251,File:Летен дъб.jpg,https://commons.wikimedia.org/wiki/File:%D0%9B%D0%B5%D1%82%D0%B5%D0%BD_%D0%B4%D1%8A%D0%B1.jpg,Utar Sigmal,CC BY-SA 4.0,Quercus,broadleaf,4000,3000
