raw_id,raw_file,commons_title,page_url,download_url,orig_width,orig_height,author,license,genus,group,categories
94,00094.jpg,File:20151024Pinus sylvestris.jpg,https://commons.wikimedia.org/wiki/File:20151024Pinus_sylvestris.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fc/20151024Pinus_sylvestris.jpg/1280px-20151024Pinus_sylvestris.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Pinus,conifer,"Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Friedenshöhe (Oftersheim)|Category:Oftersheim photographs taken on 2015-10-24|Category:Pinales in Oftersheim in October|Category:Pinus sylvestris in Oftersheimer Dünen|Category:Self-published work|Category:Solitary Pinus sylvestris|Category:Specimen missing SDC depicts"
95,00095.jpg,File:20151225Juglans regia1.jpg,https://commons.wikimedia.org/wiki/File:20151225Juglans_regia1.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f3/20151225Juglans_regia1.jpg/1280px-20151225Juglans_regia1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Juglans,broadleaf,"Category:Bare trees in Hockenheim|Category:CC-Zero|Category:December 2015 in agriculture in Hockenheim|Category:Fagales in Hockenheim in December|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Hockenheim photographs taken on 2015-12-25|Category:Juglandaceae in December|Category:Juglans regia in Hockenheim|Category:Self-published work|Category:Solitary Juglans regia|Category:Specimen missing SDC depicts"
96,00096.jpg,File:20151225Juglans regia2.jpg,https://commons.wikimedia.org/wiki/File:20151225Juglans_regia2.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/20151225Juglans_regia2.jpg/1280px-20151225Juglans_regia2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Juglans,broadleaf,"Category:Bare trees in Hockenheim|Category:CC-Zero|Category:December 2015 in agriculture in Hockenheim|Category:Fagales in Hockenheim in December|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Hockenheim photographs taken on 2015-12-25|Category:Juglandaceae in December|Category:Juglans regia in Hockenheim|Category:Self-published work|Category:Solitary Juglans regia|Category:Specimen missing SDC depicts"
97,00097.jpg,File:20160407Betula pendula1.jpg,https://commons.wikimedia.org/wiki/File:20160407Betula_pendula1.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/20160407Betula_pendula1.jpg/1280px-20160407Betula_pendula1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1875,2500,AnRo0002,CC0,Betula,broadleaf,"Category:Betula in April|Category:Betula pendula in Reilingen|Category:Betula pendula in spring|Category:CC-Zero|Category:Fagales in Reilingen in April 2016|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Reilingen photographs taken on 2016-04-07|Category:Self-published work|Category:Solitary Betula pendula|Category:Specimen missing SDC depicts|Category:Trees in spring 2016 in Reilingen"
98,00098.jpg,File:20160503Quercus robur.jpg,https://commons.wikimedia.org/wiki/File:20160503Quercus_robur.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/30/20160503Quercus_robur.jpg/1280px-20160503Quercus_robur.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Quercus,broadleaf,"Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Hockenheim photographs taken on 2016-05-03|Category:Images from Wiki Loves Earth 2016|Category:Images from Wiki Loves Earth 2016 in Germany|Category:Images from Wiki Loves Earth 2016, DE-BW|Category:Images from Wiki Loves Earth missing SDC creator|Category:Images from Wiki Loves Earth missing SDC depicts|Category:Images from Wiki Loves Earth missing SDC location of creation|Category:Quercus in Hockenheimer Rheinbogen in May 2016|Category:Quercus robur in Hockenheimer Rheinbogen|Category:Quercus robur in spring|Category:Quercus robur in the Northern Hemisphere in May 2016|Category:Self-published work|Category:Solitary Quercus robur|Category:Specimen missing SDC depicts|Category:Trees in spring 2016 in Hockenheimer Rheinbogen"
99,00099.jpg,File:20160516Populus alba.jpg,https://commons.wikimedia.org/wiki/File:20160516Populus_alba.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1b/20160516Populus_alba.jpg/1280px-20160516Populus_alba.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Populus,broadleaf,"Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Hockenheim photographs taken on 2016-05-16|Category:Images from Wiki Loves Earth 2016|Category:Images from Wiki Loves Earth 2016 in Germany|Category:Images from Wiki Loves Earth 2016, DE-BW|Category:Images from Wiki Loves Earth missing SDC creator|Category:Images from Wiki Loves Earth missing SDC depicts|Category:Images from Wiki Loves Earth missing SDC location of creation|Category:Malpighiales in Hockenheimer Rheinbogen in May 2016|Category:Populus alba in Hockenheimer Rheinbogen|Category:Populus alba in May|Category:Populus in Hockenheimer Rheinbogen in May|Category:Populus in Naturschutzgebiet Bachwiesen/Leopoldswiesen (Hockenheim)|Category:Self-published work|Category:Solitary Populus alba|Category:Specimen missing SDC depicts"
100,00100.jpg,File:20160813Juglans regia3.jpg,https://commons.wikimedia.org/wiki/File:20160813Juglans_regia3.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/94/20160813Juglans_regia3.jpg/1280px-20160813Juglans_regia3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,3000,2250,AnRo0002,CC0,Juglans,broadleaf,"Category:August 2016 in agriculture in Hockenheim|Category:CC-Zero|Category:Fagales in Hockenheim in August|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Hockenheim photographs taken on 2016-08-13|Category:Juglandaceae in August|Category:Juglans regia in Hockenheim|Category:Self-published work|Category:Solitary Juglans regia|Category:Specimen missing SDC depicts"
101,00101.jpg,File:20160816Alnus glutinosa1.jpg,https://commons.wikimedia.org/wiki/File:20160816Alnus_glutinosa1.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/20160816Alnus_glutinosa1.jpg/1280px-20160816Alnus_glutinosa1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Alnus,broadleaf,"Category:Alnus glutinosa in Reilingen|Category:Alnus glutinosa in summer|Category:Alnus in August|Category:CC-Zero|Category:Fagales in Reilingen in August|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Reilingen photographs taken on 2016-08-16|Category:Self-published work|Category:Solitary Alnus glutinosa|Category:Specimen missing SDC depicts"
102,00102.jpg,File:20160816Alnus glutinosa2.jpg,https://commons.wikimedia.org/wiki/File:20160816Alnus_glutinosa2.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/20160816Alnus_glutinosa2.jpg/1280px-20160816Alnus_glutinosa2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Alnus,broadleaf,"Category:Alnus glutinosa in Reilingen|Category:Alnus glutinosa in summer|Category:Alnus in August|Category:CC-Zero|Category:Fagales in Reilingen in August|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Reilingen photographs taken on 2016-08-16|Category:Self-published work|Category:Solitary Alnus glutinosa|Category:Specimen missing SDC depicts"
103,00103.jpg,File:20160816Betula pendula1.jpg,https://commons.wikimedia.org/wiki/File:20160816Betula_pendula1.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4b/20160816Betula_pendula1.jpg/1280px-20160816Betula_pendula1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1875,2500,AnRo0002,CC0,Betula,broadleaf,"Category:Betula in August|Category:Betula pendula in Reilingen|Category:CC-Zero|Category:Fagales in Reilingen in August|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Reilingen photographs taken on 2016-08-16|Category:Self-published work|Category:Solitary Betula pendula|Category:Specimen missing SDC depicts"
104,00104.jpg,File:20160816Betula pendula2.jpg,https://commons.wikimedia.org/wiki/File:20160816Betula_pendula2.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/43/20160816Betula_pendula2.jpg/1280px-20160816Betula_pendula2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1875,2500,AnRo0002,CC0,Betula,broadleaf,"Category:Betula in August|Category:Betula pendula in Reilingen|Category:CC-Zero|Category:Fagales in Reilingen in August|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Reilingen photographs taken on 2016-08-16|Category:Self-published work|Category:Solitary Betula pendula|Category:Specimen missing SDC depicts"
105,00105.jpg,File:20160816Populus x canadensis1.jpg,https://commons.wikimedia.org/wiki/File:20160816Populus_x_canadensis1.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0a/20160816Populus_x_canadensis1.jpg/1280px-20160816Populus_x_canadensis1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1875,2500,AnRo0002,CC0,Populus,broadleaf,"Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Populus in Reilingen in August 2016|Category:Populus x canadensis in August|Category:Populus x canadensis in Reilingen|Category:Reilingen photographs taken on 2016-08-16|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Specimen missing SDC depicts"
106,00106.jpg,File:20160816Populus x canadensis2.jpg,https://commons.wikimedia.org/wiki/File:20160816Populus_x_canadensis2.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bb/20160816Populus_x_canadensis2.jpg/1280px-20160816Populus_x_canadensis2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1875,2500,AnRo0002,CC0,Populus,broadleaf,"Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Populus in Reilingen in August 2016|Category:Populus x canadensis in August|Category:Populus x canadensis in Reilingen|Category:Reilingen photographs taken on 2016-08-16|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Specimen missing SDC depicts"
107,00107.jpg,File:20160917Populus alba1.jpg,https://commons.wikimedia.org/wiki/File:20160917Populus_alba1.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7c/20160917Populus_alba1.jpg/1280px-20160917Populus_alba1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Populus,broadleaf,"Category:Autumn 2016 in Hockenheimer Rheinbogen|Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Hockenheim photographs taken on 2016-09-17|Category:Populus alba in Hockenheimer Rheinbogen|Category:Populus alba in September|Category:Populus in Hockenheimer Rheinbogen in September 2016|Category:Populus in Naturschutzgebiet Bachwiesen/Leopoldswiesen (Hockenheim)|Category:Self-published work|Category:Solitary Populus alba|Category:Specimen missing SDC depicts"
108,00108.jpg,File:20160917Populus alba2.jpg,https://commons.wikimedia.org/wiki/File:20160917Populus_alba2.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/20160917Populus_alba2.jpg/1280px-20160917Populus_alba2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Populus,broadleaf,"Category:Autumn 2016 in Hockenheimer Rheinbogen|Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Hockenheim photographs taken on 2016-09-17|Category:Populus alba in Hockenheimer Rheinbogen|Category:Populus alba in September|Category:Populus in Hockenheimer Rheinbogen in September 2016|Category:Populus in Naturschutzgebiet Bachwiesen/Leopoldswiesen (Hockenheim)|Category:Self-published work|Category:Solitary Populus alba|Category:Specimen missing SDC depicts"
109,00109.jpg,File:20160917Populus alba3.jpg,https://commons.wikimedia.org/wiki/File:20160917Populus_alba3.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/20160917Populus_alba3.jpg/1280px-20160917Populus_alba3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1875,2500,AnRo0002,CC0,Populus,broadleaf,"Category:Autumn 2016 in Hockenheimer Rheinbogen|Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Hockenheim photographs taken on 2016-09-17|Category:Populus alba in Hockenheimer Rheinbogen|Category:Populus alba in September|Category:Populus in Hockenheimer Rheinbogen in September 2016|Category:Populus in Naturschutzgebiet Bachwiesen/Leopoldswiesen (Hockenheim)|Category:Self-published work|Category:Solitary Populus alba|Category:Specimen missing SDC depicts"
110,00110.jpg,File:20161005Pinus sylvestris1.jpg,https://commons.wikimedia.org/wiki/File:20161005Pinus_sylvestris1.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/20161005Pinus_sylvestris1.jpg/1280px-20161005Pinus_sylvestris1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Pinus,conifer,"Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Naturschutzgebiet Gewann Frankreich-Wiesental|Category:Pinales in Baden-Württemberg in October|Category:Pinus sylvestris in Landkreis Karlsruhe|Category:Pinus sylvestris in the Northern Hemisphere in October|Category:Self-published work|Category:Solitary Pinus sylvestris|Category:Specimen missing SDC depicts|Category:Trees in Landkreis Karlsruhe in October|Category:Trees in Waghäusel|Category:Waghäusel photographs taken on 2016-10-05"
111,00111.jpg,File:20161005Pinus sylvestris2.jpg,https://commons.wikimedia.org/wiki/File:20161005Pinus_sylvestris2.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/41/20161005Pinus_sylvestris2.jpg/1280px-20161005Pinus_sylvestris2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Pinus,conifer,"Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Naturschutzgebiet Gewann Frankreich-Wiesental|Category:Pinales in Baden-Württemberg in October|Category:Pinus sylvestris in Landkreis Karlsruhe|Category:Pinus sylvestris in the Northern Hemisphere in October|Category:Self-published work|Category:Solitary Pinus sylvestris|Category:Specimen missing SDC depicts|Category:Trees in Landkreis Karlsruhe in October|Category:Trees in Waghäusel|Category:Waghäusel photographs taken on 2016-10-05"
112,00112.jpg,File:20161005Pinus sylvestris3.jpg,https://commons.wikimedia.org/wiki/File:20161005Pinus_sylvestris3.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7e/20161005Pinus_sylvestris3.jpg/1280px-20161005Pinus_sylvestris3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Pinus,conifer,"Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Naturschutzgebiet Gewann Frankreich-Wiesental|Category:Pinales in Baden-Württemberg in October|Category:Pinus sylvestris in Landkreis Karlsruhe|Category:Pinus sylvestris in the Northern Hemisphere in October|Category:Self-published work|Category:Solitary Pinus sylvestris|Category:Specimen missing SDC depicts|Category:Trees in Landkreis Karlsruhe in October|Category:Trees in Waghäusel|Category:Waghäusel photographs taken on 2016-10-05"
113,00113.jpg,File:20161005Pinus sylvestris4.jpg,https://commons.wikimedia.org/wiki/File:20161005Pinus_sylvestris4.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/19/20161005Pinus_sylvestris4.jpg/1280px-20161005Pinus_sylvestris4.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Pinus,conifer,"Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Naturschutzgebiet Gewann Frankreich-Wiesental|Category:Pinales in Baden-Württemberg in October|Category:Pinus sylvestris in Landkreis Karlsruhe|Category:Pinus sylvestris in the Northern Hemisphere in October|Category:Self-published work|Category:Solitary Pinus sylvestris|Category:Specimen missing SDC depicts|Category:Trees in Landkreis Karlsruhe in October|Category:Trees in Waghäusel|Category:Waghäusel photographs taken on 2016-10-05"
114,00114.jpg,File:20161005Pinus sylvestris5.jpg,https://commons.wikimedia.org/wiki/File:20161005Pinus_sylvestris5.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/56/20161005Pinus_sylvestris5.jpg/1280px-20161005Pinus_sylvestris5.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Pinus,conifer,"Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Naturschutzgebiet Gewann Frankreich-Wiesental|Category:Pinales in Baden-Württemberg in October|Category:Pinus sylvestris in Landkreis Karlsruhe|Category:Pinus sylvestris in the Northern Hemisphere in October|Category:Self-published work|Category:Solitary Pinus sylvestris|Category:Specimen missing SDC depicts|Category:Trees in Landkreis Karlsruhe in October|Category:Trees in Waghäusel|Category:Waghäusel photographs taken on 2016-10-05"
115,00115.jpg,File:20161005Pinus sylvestris6.jpg,https://commons.wikimedia.org/wiki/File:20161005Pinus_sylvestris6.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c6/20161005Pinus_sylvestris6.jpg/1280px-20161005Pinus_sylvestris6.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Pinus,conifer,"Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Naturschutzgebiet Gewann Frankreich-Wiesental|Category:Pinales in Baden-Württemberg in October|Category:Pinus sylvestris in Landkreis Karlsruhe|Category:Pinus sylvestris in the Northern Hemisphere in October|Category:Self-published work|Category:Solitary Pinus sylvestris|Category:Specimen missing SDC depicts|Category:Trees in Landkreis Karlsruhe in October|Category:Trees in Waghäusel|Category:Waghäusel photographs taken on 2016-10-05"
116,00116.jpg,File:20161005Pinus sylvestris7.jpg,https://commons.wikimedia.org/wiki/File:20161005Pinus_sylvestris7.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bc/20161005Pinus_sylvestris7.jpg/1280px-20161005Pinus_sylvestris7.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Pinus,conifer,"Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Naturschutzgebiet Gewann Frankreich-Wiesental|Category:Pinales in Baden-Württemberg in October|Category:Pinus sylvestris in Landkreis Karlsruhe|Category:Pinus sylvestris in the Northern Hemisphere in October|Category:Self-published work|Category:Solitary Pinus sylvestris|Category:Specimen missing SDC depicts|Category:Trees in Landkreis Karlsruhe in October|Category:Trees in Waghäusel|Category:Waghäusel photographs taken on 2016-10-05"
117,00117.jpg,File:20161005Pinus sylvestris8.jpg,https://commons.wikimedia.org/wiki/File:20161005Pinus_sylvestris8.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/61/20161005Pinus_sylvestris8.jpg/1280px-20161005Pinus_sylvestris8.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Pinus,conifer,"Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Naturschutzgebiet Gewann Frankreich-Wiesental|Category:Pinales in Baden-Württemberg in October|Category:Pinus sylvestris in Landkreis Karlsruhe|Category:Pinus sylvestris in the Northern Hemisphere in October|Category:Self-published work|Category:Solitary Pinus sylvestris|Category:Specimen missing SDC depicts|Category:Trees in Landkreis Karlsruhe in October|Category:Trees in Waghäusel|Category:Waghäusel photographs taken on 2016-10-05"
118,00118.jpg,File:20161005Populus x canadensis1.jpg,https://commons.wikimedia.org/wiki/File:20161005Populus_x_canadensis1.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6b/20161005Populus_x_canadensis1.jpg/1280px-20161005Populus_x_canadensis1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1875,2500,AnRo0002,CC0,Populus,broadleaf,"Category:Autumn 2016 in Landkreis Karlsruhe|Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Malpighiales in Landkreis Karlsruhe in October|Category:Malpighiales in Naturschutzgebiet Gewann Frankreich-Wiesental|Category:Populus in Baden-Württemberg in October|Category:Populus x canadensis in October|Category:Populus × canadensis in Landkreis Karlsruhe|Category:Populus × canadensis in autumn|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Specimen missing SDC depicts|Category:Trees in Landkreis Karlsruhe in October|Category:Trees in Waghäusel|Category:Waghäusel photographs taken on 2016-10-05"
119,00119.jpg,File:20161005Populus x canadensis2.jpg,https://commons.wikimedia.org/wiki/File:20161005Populus_x_canadensis2.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/20161005Populus_x_canadensis2.jpg/1280px-20161005Populus_x_canadensis2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1875,2500,AnRo0002,CC0,Populus,broadleaf,"Category:Autumn 2016 in Landkreis Karlsruhe|Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Malpighiales in Landkreis Karlsruhe in October|Category:Malpighiales in Naturschutzgebiet Gewann Frankreich-Wiesental|Category:Populus in Baden-Württemberg in October|Category:Populus x canadensis in October|Category:Populus × canadensis in Landkreis Karlsruhe|Category:Populus × canadensis in autumn|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Specimen missing SDC depicts|Category:Trees in Landkreis Karlsruhe in October|Category:Trees in Waghäusel|Category:Waghäusel photographs taken on 2016-10-05"
120,00120.jpg,File:20161005Populus x canadensis3.jpg,https://commons.wikimedia.org/wiki/File:20161005Populus_x_canadensis3.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/20161005Populus_x_canadensis3.jpg/1280px-20161005Populus_x_canadensis3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1875,2500,AnRo0002,CC0,Populus,broadleaf,"Category:Autumn 2016 in Landkreis Karlsruhe|Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Malpighiales in Landkreis Karlsruhe in October|Category:Malpighiales in Naturschutzgebiet Gewann Frankreich-Wiesental|Category:Populus in Baden-Württemberg in October|Category:Populus x canadensis in October|Category:Populus × canadensis in Landkreis Karlsruhe|Category:Populus × canadensis in autumn|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Specimen missing SDC depicts|Category:Trees in Landkreis Karlsruhe in October|Category:Trees in Waghäusel|Category:Waghäusel photographs taken on 2016-10-05"
121,00121.jpg,File:20161005Quercus robur1.jpg,https://commons.wikimedia.org/wiki/File:20161005Quercus_robur1.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/20161005Quercus_robur1.jpg/1280px-20161005Quercus_robur1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Quercus,broadleaf,"Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Naturschutzgebiet Gewann Frankreich-Wiesental|Category:Quercus in Baden-Württemberg in October 2016|Category:Quercus robur in Landkreis Karlsruhe|Category:Quercus robur in the Northern Hemisphere in October 2016|Category:Self-published work|Category:Solitary Quercus robur|Category:Specimen missing SDC depicts|Category:Trees in Landkreis Karlsruhe in October|Category:Trees in Waghäusel|Category:Waghäusel photographs taken on 2016-10-05"
122,00122.jpg,File:20161005Quercus robur2.jpg,https://commons.wikimedia.org/wiki/File:20161005Quercus_robur2.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3e/20161005Quercus_robur2.jpg/1280px-20161005Quercus_robur2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Quercus,broadleaf,"Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Naturschutzgebiet Gewann Frankreich-Wiesental|Category:Quercus in Baden-Württemberg in October 2016|Category:Quercus robur in Landkreis Karlsruhe|Category:Quercus robur in the Northern Hemisphere in October 2016|Category:Self-published work|Category:Solitary Quercus robur|Category:Specimen missing SDC depicts|Category:Trees in Landkreis Karlsruhe in October|Category:Trees in Waghäusel|Category:Waghäusel photographs taken on 2016-10-05"
123,00123.jpg,File:20161214Juglans regia1.jpg,https://commons.wikimedia.org/wiki/File:20161214Juglans_regia1.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/85/20161214Juglans_regia1.jpg/1280px-20161214Juglans_regia1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Juglans,broadleaf,"Category:Bare trees in Hockenheim|Category:CC-Zero|Category:December 2016 in agriculture in Hockenheim|Category:Fagales in Hockenheim in December|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Hockenheim photographs taken on 2016-12-14|Category:Juglandaceae in December|Category:Juglans regia in Hockenheim|Category:Juglans regia in autumn|Category:Self-published work|Category:Solitary Juglans regia|Category:Specimen missing SDC depicts|Category:Trees in autumn 2016 in Hockenheim"
124,00124.jpg,File:20161214Juglans regia2.jpg,https://commons.wikimedia.org/wiki/File:20161214Juglans_regia2.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cf/20161214Juglans_regia2.jpg/1280px-20161214Juglans_regia2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1875,2500,AnRo0002,CC0,Juglans,broadleaf,"Category:Bare trees in Hockenheim|Category:CC-Zero|Category:December 2016 in agriculture in Hockenheim|Category:Fagales in Hockenheim in December|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Hockenheim photographs taken on 2016-12-14|Category:Juglandaceae in December|Category:Juglans regia in Hockenheim|Category:Juglans regia in autumn|Category:Self-published work|Category:Solitary Juglans regia|Category:Specimen missing SDC depicts|Category:Trees in autumn 2016 in Hockenheim"
125,00125.jpg,File:20170927Pinus sylvestris.jpg,https://commons.wikimedia.org/wiki/File:20170927Pinus_sylvestris.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7a/20170927Pinus_sylvestris.jpg/1280px-20170927Pinus_sylvestris.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2469,1875,AnRo0002,CC0,Pinus,conifer,"Category:CC-Zero|Category:Files with coordinates missing SDC location of creation (49° N, 8° E)|Category:Oftersheim photographs taken on 2017-09-27|Category:Pinales in Oftersheim in September|Category:Pinales in Rhein-Neckar-Kreis in September 2017|Category:Pinus sylvestris in Oftersheimer Dünen|Category:Pinus sylvestris in the Northern Hemisphere in September 2017|Category:Self-published work|Category:Solitary Pinus sylvestris|Category:Specimen missing SDC depicts|Category:Wingertsbuckel (Oftersheim)"
